label,person_name,record_name,record_key,beat_index,record_path,segment_type,start_idx,end_idx,rpeak_idx,rr_len_raw,kept_by_threshold,true_label,cls_pred,beat_pred,beat_sim_score,gallery_pred,gallery_sim_score,cls_correct,beat_correct,gallery_correct
0,Person_01,rec_1,0_rec_1,18,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_1,rr_segment,7734,8135,7734,401,True,0,54,54,0.9237306118011475,54,0.8851486444473267,0,0,0
0,Person_01,rec_1,0_rec_1,19,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_1,rr_segment,8135,8544,8135,409,True,0,46,46,0.8679335117340088,46,0.770517885684967,0,0,0
0,Person_01,rec_1,0_rec_1,20,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_1,rr_segment,8544,8971,8544,427,True,0,84,84,0.7343845367431641,84,0.6854971051216125,0,0,0
0,Person_01,rec_1,0_rec_1,21,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_1,rr_segment,8971,9396,8971,425,True,0,54,54,0.7963218688964844,54,0.7471061944961548,0,0,0
0,Person_01,rec_1,0_rec_1,22,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_1,rr_segment,9396,9823,9396,427,True,0,45,45,0.8836703896522522,45,0.8106938004493713,0,0,0
0,Person_01,rec_10,0_rec_10,4,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,1777,2127,1777,350,True,0,0,0,0.9017932415008545,0,0.8793400526046753,1,1,1
0,Person_01,rec_10,0_rec_10,5,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,2127,2498,2127,371,True,0,0,0,0.9828485250473022,0,0.944404661655426,1,1,1
0,Person_01,rec_10,0_rec_10,6,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,2498,2883,2498,385,True,0,0,0,0.9618990421295166,0,0.953461766242981,1,1,1
0,Person_01,rec_10,0_rec_10,7,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,2883,3250,2883,367,True,0,0,0,0.9686130285263062,0,0.910019040107727,1,1,1
0,Person_01,rec_10,0_rec_10,8,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,3250,3622,3250,372,True,0,0,0,0.9791607856750488,0,0.9162188768386841,1,1,1
0,Person_01,rec_10,0_rec_10,9,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,3622,3995,3622,373,True,0,0,0,0.9703274965286255,0,0.9809534549713135,1,1,1
0,Person_01,rec_10,0_rec_10,10,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,3995,4368,3995,373,True,0,0,0,0.9884278774261475,0,0.9627799987792969,1,1,1
0,Person_01,rec_10,0_rec_10,11,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,4368,4729,4368,361,True,0,0,0,0.9776731133460999,0,0.9843587875366211,1,1,1
0,Person_01,rec_10,0_rec_10,12,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,4729,5112,4729,383,True,0,0,0,0.9775959253311157,0,0.9559675455093384,1,1,1
0,Person_01,rec_10,0_rec_10,13,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,5112,5490,5112,378,True,0,0,0,0.9747462868690491,0,0.9313126802444458,1,1,1
0,Person_01,rec_10,0_rec_10,14,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,5490,5880,5490,390,True,0,0,0,0.9728512763977051,0,0.9488674998283386,1,1,1
0,Person_01,rec_10,0_rec_10,15,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,5880,6262,5880,382,True,0,0,0,0.9696142077445984,0,0.940424382686615,1,1,1
0,Person_01,rec_10,0_rec_10,16,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,6262,6647,6262,385,True,0,0,0,0.9730179905891418,0,0.9740825891494751,1,1,1
0,Person_01,rec_10,0_rec_10,17,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,6647,7036,6647,389,True,0,0,0,0.9790562391281128,0,0.9417542219161987,1,1,1
0,Person_01,rec_10,0_rec_10,18,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,7036,7420,7036,384,True,0,0,0,0.9894616007804871,0,0.9554353952407837,1,1,1
0,Person_01,rec_10,0_rec_10,19,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,7420,7792,7420,372,True,0,0,0,0.951706051826477,0,0.8645585775375366,1,1,1
0,Person_01,rec_10,0_rec_10,20,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,7792,8162,7792,370,True,0,0,0,0.9844962954521179,0,0.9496705532073975,1,1,1
0,Person_01,rec_10,0_rec_10,21,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,8162,8538,8162,376,True,0,0,0,0.9827176332473755,0,0.9458997249603271,1,1,1
0,Person_01,rec_10,0_rec_10,22,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,8538,8902,8538,364,True,0,0,0,0.9784594774246216,0,0.9752264022827148,1,1,1
0,Person_01,rec_10,0_rec_10,23,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,8902,9287,8902,385,True,0,0,0,0.981671154499054,0,0.973617434501648,1,1,1
0,Person_01,rec_10,0_rec_10,24,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_10,rr_segment,9287,9668,9287,381,True,0,0,0,0.9829346537590027,0,0.9531018733978271,1,1,1
0,Person_01,rec_5,0_rec_5,2,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,946,1313,946,367,True,0,0,0,0.9225925207138062,0,0.9018115997314453,1,1,1
0,Person_01,rec_5,0_rec_5,4,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,1693,2059,1693,366,True,0,0,0,0.9591621160507202,0,0.9294722080230713,1,1,1
0,Person_01,rec_5,0_rec_5,5,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,2059,2434,2059,375,True,0,0,0,0.9789992570877075,0,0.9357933402061462,1,1,1
0,Person_01,rec_5,0_rec_5,6,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,2434,2812,2434,378,True,0,0,0,0.9617376923561096,0,0.9031288623809814,1,1,1
0,Person_01,rec_5,0_rec_5,8,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,3193,3556,3193,363,True,0,0,0,0.9587122201919556,0,0.9526422023773193,1,1,1
0,Person_01,rec_5,0_rec_5,9,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,3556,3926,3556,370,True,0,0,0,0.9313409328460693,0,0.836599588394165,1,1,1
0,Person_01,rec_5,0_rec_5,10,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,3926,4291,3926,365,True,0,0,0,0.9645757079124451,0,0.9600836038589478,1,1,1
0,Person_01,rec_5,0_rec_5,11,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,4291,4660,4291,369,True,0,0,0,0.9733120203018188,0,0.927291989326477,1,1,1
0,Person_01,rec_5,0_rec_5,13,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,5014,5375,5014,361,True,0,0,0,0.9418683052062988,0,0.8969658613204956,1,1,1
0,Person_01,rec_5,0_rec_5,14,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,5375,5738,5375,363,True,0,0,0,0.9626529216766357,0,0.9139904975891113,1,1,1
0,Person_01,rec_5,0_rec_5,15,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,5738,6100,5738,362,True,0,0,0,0.9565989971160889,0,0.9022351503372192,1,1,1
0,Person_01,rec_5,0_rec_5,17,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,6454,6826,6454,372,True,0,0,0,0.9615463018417358,0,0.9515053033828735,1,1,1
0,Person_01,rec_5,0_rec_5,18,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,6826,7193,6826,367,True,0,0,0,0.9699633717536926,0,0.9544937014579773,1,1,1
0,Person_01,rec_5,0_rec_5,20,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,7572,7934,7572,362,True,0,0,0,0.9763767719268799,0,0.9729580283164978,1,1,1
0,Person_01,rec_5,0_rec_5,21,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,7934,8303,7934,369,True,0,0,0,0.9865130186080933,0,0.98431795835495,1,1,1
0,Person_01,rec_5,0_rec_5,22,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,8303,8672,8303,369,True,0,0,0,0.9746716618537903,0,0.9656215906143188,1,1,1
0,Person_01,rec_5,0_rec_5,23,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,8672,9041,8672,369,True,0,0,0,0.88680100440979,0,0.8023457527160645,1,1,1
0,Person_01,rec_5,0_rec_5,24,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,9041,9408,9041,367,True,0,0,0,0.963519275188446,0,0.9504923224449158,1,1,1
0,Person_01,rec_5,0_rec_5,25,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_5,rr_segment,9408,9773,9408,365,True,0,0,0,0.9371735453605652,0,0.8993480205535889,1,1,1
0,Person_01,rec_7,0_rec_7,0,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,275,690,275,415,True,0,0,0,0.9526745080947876,0,0.916642427444458,1,1,1
0,Person_01,rec_7,0_rec_7,1,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,690,1118,690,428,True,0,0,0,0.9608711004257202,0,0.9030670523643494,1,1,1
0,Person_01,rec_7,0_rec_7,6,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,2925,3355,2925,430,True,0,0,0,0.9575605392456055,0,0.9098365306854248,1,1,1
0,Person_01,rec_7,0_rec_7,7,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,3355,3774,3355,419,True,0,0,0,0.9691271781921387,0,0.9066438674926758,1,1,1
0,Person_01,rec_7,0_rec_7,8,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,3774,4184,3774,410,True,0,0,0,0.9441264271736145,0,0.836270809173584,1,1,1
0,Person_01,rec_7,0_rec_7,9,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,4184,4592,4184,408,True,0,0,0,0.9807479381561279,0,0.9570925235748291,1,1,1
0,Person_01,rec_7,0_rec_7,10,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,4592,4992,4592,400,True,0,0,0,0.9838716983795166,0,0.961991548538208,1,1,1
0,Person_01,rec_7,0_rec_7,11,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,4992,5401,4992,409,True,0,0,0,0.9866976737976074,0,0.9744247794151306,1,1,1
0,Person_01,rec_7,0_rec_7,12,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,5401,5794,5401,393,True,0,0,0,0.9576904773712158,0,0.8962485790252686,1,1,1
0,Person_01,rec_7,0_rec_7,13,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,5794,6190,5794,396,True,0,0,0,0.9673797488212585,0,0.9353617429733276,1,1,1
0,Person_01,rec_7,0_rec_7,14,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,6190,6597,6190,407,True,0,0,0,0.9832831621170044,0,0.96912682056427,1,1,1
0,Person_01,rec_7,0_rec_7,15,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,6597,7015,6597,418,True,0,0,0,0.9703729152679443,0,0.9359867572784424,1,1,1
0,Person_01,rec_7,0_rec_7,16,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,7015,7425,7015,410,True,0,0,0,0.9814552068710327,0,0.9707114100456238,1,1,1
0,Person_01,rec_7,0_rec_7,17,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,7425,7827,7425,402,True,0,0,0,0.9834270477294922,0,0.9476616978645325,1,1,1
0,Person_01,rec_7,0_rec_7,18,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,7827,8223,7827,396,True,0,0,0,0.9818154573440552,0,0.9700921773910522,1,1,1
0,Person_01,rec_7,0_rec_7,19,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,8223,8612,8223,389,True,0,0,0,0.9646894931793213,0,0.9237183928489685,1,1,1
0,Person_01,rec_7,0_rec_7,20,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,8612,8996,8612,384,True,0,0,0,0.9831008315086365,0,0.9833861589431763,1,1,1
0,Person_01,rec_7,0_rec_7,22,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_01\rec_7,rr_segment,9373,9756,9373,383,True,0,0,0,0.9436187148094177,0,0.873621940612793,1,1,1
1,Person_02,rec_14,1_rec_14,0,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,349,628,349,279,True,1,1,1,0.8775444030761719,1,0.8376001119613647,1,1,1
1,Person_02,rec_14,1_rec_14,1,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,628,903,628,275,True,1,1,1,0.9567017555236816,1,0.8815730810165405,1,1,1
1,Person_02,rec_14,1_rec_14,2,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,903,1172,903,269,True,1,1,1,0.9175712466239929,1,0.9029495716094971,1,1,1
1,Person_02,rec_14,1_rec_14,6,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,1947,2214,1947,267,True,1,19,19,0.9151661396026611,19,0.8290358781814575,0,0,0
1,Person_02,rec_14,1_rec_14,8,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,2475,2752,2475,277,True,1,19,1,0.9131711721420288,19,0.8418909311294556,0,1,0
1,Person_02,rec_14,1_rec_14,9,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,2752,3026,2752,274,True,1,19,19,0.9005628824234009,19,0.8056221008300781,0,0,0
1,Person_02,rec_14,1_rec_14,10,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,3026,3299,3026,273,True,1,1,1,0.877509355545044,1,0.8456041812896729,1,1,1
1,Person_02,rec_14,1_rec_14,11,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,3299,3589,3299,290,True,1,89,89,0.7492897510528564,89,0.7174599170684814,0,0,0
1,Person_02,rec_14,1_rec_14,14,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,4233,4519,4233,286,True,1,19,1,0.898528516292572,19,0.8005006313323975,0,1,0
1,Person_02,rec_14,1_rec_14,15,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,4519,4813,4519,294,True,1,1,1,0.891636848449707,1,0.8123409152030945,1,1,1
1,Person_02,rec_14,1_rec_14,16,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,4813,5112,4813,299,True,1,1,1,0.9263590574264526,1,0.8786984086036682,1,1,1
1,Person_02,rec_14,1_rec_14,17,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,5112,5405,5112,293,True,1,1,1,0.9098626375198364,1,0.8553897142410278,1,1,1
1,Person_02,rec_14,1_rec_14,18,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,5405,5691,5405,286,True,1,1,1,0.9299560785293579,1,0.8337984085083008,1,1,1
1,Person_02,rec_14,1_rec_14,19,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,5691,5979,5691,288,True,1,19,19,0.9073364734649658,19,0.8225647807121277,0,0,0
1,Person_02,rec_14,1_rec_14,20,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,5979,6269,5979,290,True,1,1,1,0.9306951761245728,1,0.8798515200614929,1,1,1
1,Person_02,rec_14,1_rec_14,21,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,6269,6568,6269,299,True,1,1,1,0.9223150014877319,1,0.8029946088790894,1,1,1
1,Person_02,rec_14,1_rec_14,22,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,6568,6858,6568,290,True,1,1,1,0.9243258237838745,19,0.8277933597564697,1,1,0
1,Person_02,rec_14,1_rec_14,23,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,6858,7148,6858,290,True,1,19,19,0.8843594789505005,19,0.8349086046218872,0,0,0
1,Person_02,rec_14,1_rec_14,24,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,7148,7458,7148,310,True,1,1,1,0.9719210267066956,1,0.9562191367149353,1,1,1
1,Person_02,rec_14,1_rec_14,26,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,7784,8098,7784,314,True,1,1,1,0.970118522644043,1,0.9145727753639221,1,1,1
1,Person_02,rec_14,1_rec_14,27,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,8098,8402,8098,304,True,1,1,1,0.9445977210998535,1,0.8274037837982178,1,1,1
1,Person_02,rec_14,1_rec_14,28,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,8402,8714,8402,312,True,1,1,1,0.8678946495056152,1,0.7441204190254211,1,1,1
1,Person_02,rec_14,1_rec_14,30,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,9035,9343,9035,308,True,1,1,1,0.9515513181686401,1,0.8786209225654602,1,1,1
1,Person_02,rec_14,1_rec_14,31,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,9343,9642,9343,299,True,1,1,1,0.9464556574821472,1,0.9087998867034912,1,1,1
1,Person_02,rec_14,1_rec_14,32,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_14,rr_segment,9642,9936,9642,294,True,1,1,1,0.8917562961578369,19,0.8247821927070618,1,1,0
1,Person_02,rec_17,1_rec_17,1,C:\Users\User\Downloads\26-1_Capstone-main\26-1_Capstone-main\data\ecg-id-database-1.0.0\Person_02\rec_17,rr_segment,565,966,565,401,True,1,1,1,0.9044679403305054,1,0.8660434484481812,1,1,1
